134.007604 116.977617 117.091036 102.252737
138.479708 122.848692 105.653347 114.669361
140.661661 125.941389 100.222569 121.033999
159.563723 116.954581 136.734457 104.787856
155.477937 122.972096 121.141543 114.939819
131.980600 133.936234 91.422256 130.688307
142.735389 132.774808 126.882752 119.576291
144.328864 133.562644 113.059264 125.789505
144.828866 133.734403 105.788414 129.199157
168.425130 132.825322 143.795631 118.856467
132.841616 136.576619 102.209529 130.322307
136.461330 136.192939 97.123404 132.880787
151.375937 137.254415 133.812846 123.533629
149.933003 136.621591 118.481207 128.548322
149.107786 136.091405 110.347527 131.213264
134.192975 152.850139 122.897314 141.671410
138.508350 147.157752 109.743022 141.164599
140.546520 143.873688 103.193491 140.676823
159.619944 152.939498 141.238061 137.232983
155.472265 146.870632 124.517189 137.885877
129.048394 130.758541 39.849266 144.565697
126.390108 140.202712 31.885775 160.079993
121.236502 142.202805 11.770078 169.294573
123.356131 138.884175 30.134752 157.994612
119.036340 140.232067 15.150782 163.741541
128.297407 142.088937 27.864017 165.468923
127.114941 135.444079 37.134070 151.576564
123.903719 135.627874 25.253446 154.846459
118.369028 135.928970 0.893520 161.694699
121.356423 135.514857 24.731936 153.821825
128.899892 135.798051 35.968227 152.756055
124.944266 134.191110 17.868605 155.601945
125.354064 134.371181 32.929731 150.881311
121.499367 134.409592 19.504686 154.035920
114.621293 134.175200 -9.391071 160.607749
129.264962 134.508015 40.656774 149.502206
126.525346 129.916506 29.363905 145.678041
121.484142 127.887091 7.787596 147.619452
123.336225 130.931452 27.987570 146.380738
119.096286 129.867388 12.090839 147.979061
