24.107900 12.408400 28.183300 33.765300
33.769600 13.445300 38.046000 36.233900
61.087100 20.648200 66.524800 40.825300
286.325000 28.061800 226.670000 27.132200
143.373000 30.301700 147.094000 54.188400
264.604000 29.617300 265.955000 60.405700
59.461300 34.658400 63.501200 56.592700
145.896000 35.433800 150.962000 59.902500
82.227900 35.703800 26.285500 90.433000
259.844000 36.009900 261.474000 65.836900
72.847900 37.750200 77.368300 58.597600
88.851800 38.273400 31.749600 90.486800
142.183000 47.391700 146.978000 72.183200
328.793000 50.611300 318.288000 82.734500
64.863300 52.637900 69.738700 76.290500
277.151000 54.795900 231.197000 47.779600
123.634000 57.290000 128.929000 80.678000
64.153800 60.866300 68.104200 82.867300
327.565000 67.444800 321.049000 98.687400
17.230400 68.658400 19.921900 90.999700
175.996000 71.332300 180.527000 96.020800
321.786000 70.705000 311.861000 102.554000
55.890800 75.243800 58.742800 96.218300
182.639000 76.894500 187.181000 101.978000
20.709500 78.425500 24.766200 100.628000
220.016000 82.579500 224.261000 110.237000
98.491500 83.790900 102.788000 107.126000
13.785200 86.017400 17.189100 109.340000
204.007000 85.960200 208.383000 112.141000
70.078000 88.855300 72.959600 113.453000
163.890000 92.081500 167.684000 118.339000
229.634000 96.285500 234.547000 123.685000
44.409000 99.825600 47.012800 123.879000
55.077800 104.863000 58.330900 128.918000
124.820000 105.936000 129.770000 130.866000
25.416500 109.166000 25.765500 131.348000
151.369000 110.489000 152.902000 139.554000
59.221100 110.696000 62.120500 135.301000
39.115200 114.476000 43.546300 138.535000
129.466000 117.047000 133.068000 143.368000
184.079000 117.002000 189.314000 141.925000
196.957000 119.174000 202.195000 146.582000
52.061200 119.839000 55.214100 144.043000
169.016000 120.948000 172.198000 148.071000
204.684000 120.887000 209.452000 147.429000
82.517900 123.007000 86.803200 148.442000
126.997000 129.499000 129.876000 155.548000
51.465400 140.405000 54.631800 164.552000
43.634700 141.973000 47.436300 166.413000
238.738000 143.336000 242.972000 169.993000
174.421000 145.182000 176.720000 171.335000
191.659000 147.055000 195.915000 172.144000
154.431000 148.552000 155.994000 175.925000
276.469000 150.438000 280.564000 178.799000
175.226000 152.929000 177.743000 178.447000
185.277000 156.360000 189.262000 182.054000
202.040000 157.697000 205.951000 183.576000
151.411000 163.948000 146.249000 164.876000
290.797000 163.581000 294.025000 190.276000
264.170000 166.623000 268.391000 192.561000
172.255000 167.541000 175.790000 194.825000
165.534000 172.592000 169.121000 199.176000
84.928600 182.985000 87.593300 206.257000
292.284000 186.383000 295.878000 212.878000
198.095000 187.265000 201.404000 213.394000
78.428600 188.555000 81.942600 212.728000
264.196000 191.273000 268.065000 217.497000
96.111800 193.140000 88.594400 216.002000
68.219800 195.081000 72.008900 218.619000
87.126900 199.144000 92.235900 224.047000
99.946700 199.026000 103.596000 224.132000
57.166600 204.664000 60.971100 230.695000
276.995000 204.737000 279.749000 231.269000
149.570000 209.443000 146.576000 236.781000
17.201000 210.538000 20.377700 234.391000
227.165000 213.382000 230.578000 238.641000
12.831900 214.617000 14.542100 239.093000
26.713400 217.232000 29.167300 239.359000
24.733400 225.976000 26.765000 251.183000
57.216800 228.958000 59.248500 255.450000
252.135000 231.653000 254.813000 255.963000
94.932300 232.854000 97.799900 254.834000
146.088000 235.443000 148.740000 259.068000
199.099000 234.607000 204.082000 259.076000
44.160000 237.097000 47.593400 262.927000
185.271000 238.362000 187.296000 262.768000
76.875300 239.996000 79.048000 263.193000
240.495000 242.184000 242.902000 264.039000
256.703000 243.376000 259.216000 266.864000
