67.1491	19.8316	177.601	15.6585
82.1646	21.1944	193.178	17.9634
118.726	21.0961	229.009	15.4534
565.945	33.0494	683.622	19.7626
606.144	33.9383	718.507	19.3137
529.285	34.6715	647.705	22.9285
48.4806	36.9408	159.344	32.7013
73.8975	38.8501	187.05	33.2531
545.222	39.0474	664.223	26.3384
107.82	39.7105	221.228	33.8826
95.6931	41.0758	208.097	36.1484
84.7752	44.4707	197.88	38.1647
127.558	44.0909	247.412	38.673
597.744	46.3262	712.764	32.3432
546.791	47.1318	669.484	34.3651
519.639	50.8339	640.776	37.8953
406.449	52.0665	529.81	41.1871
446.789	51.5237	569.246	39.9946
419.941	54.6004	543.01	43.8674
95.7408	56.0577	208.884	50.6955
163.027	60.2668	282.322	53.4561
146.192	62.0933	262.558	55.9355
419.848	63.2622	543.96	52.1081
622.954	63.193	731.852	48.0643
502.001	64.1614	616.217	51.2214
43.9377	69.784	161.958	64.5831
297.113	69.8637	423.336	60.9118
399.439	70.409	524.425	59.1092
410.325	69.9507	535.227	58.4722
101.303	71.9297	216.338	65.7527
382.031	74.4093	507.18	63.3874
387.656	74.2604	512.622	63.3695
188.813	76.3174	309.759	68.2085
211.373	78.6569	338.492	70.7788
369.762	81.6711	495.491	71.8717
411.064	83.1161	536.516	72.4396
305.614	83.971	432.883	73.6083
491.177	85.7868	606.932	73.7162
464.333	87.8671	585.239	76.4078
143.692	89.8833	264.105	82.2023
258.569	89.4671	386.452	80.2176
273.88	91.5959	401.902	83.1311
297.497	96.8179	425.616	86.6093
129.152	104.859	273.615	97.0843
115.009	105.94	237.786	99.8638
447.702	108.862	575.006	96.486
463.329	110.064	584.619	98.9184
213.272	111.766	337.006	103.873
220.864	112.563	344.538	104.04
238.719	113.148	362.869	104.238
395.169	113.036	509.104	101.835
249.168	115.73	372.527	107.364
298.904	116.149	428.611	106.839
341.522	116.06	470.58	105.5
283.451	119.169	413.029	110.088
319.401	119.214	449.312	109.111
345.669	122.188	475.614	111.679
281.536	129.523	412.744	119.022
343.204	132.915	473.031	122.442
320.294	133.963	449.81	123.909
388.846	134.38	504.615	122.911
331.545	136.516	460.881	126.47
248.043	138.574	373.777	129.532
514.689	139.482	628.107	126.205
577.735	140.116	684.149	129.864
534.997	143.39	664.403	129.675
120.896	143.461	251.699	136.967
129.077	144.162	259.627	136.718
