311.733	197.861	428.915	187.973
71.3782	105.421	180.177	100.322
122.665	78.9544	230.921	21.2979
123.306	132.88	107.96	71.9779
128.837	26.3428	108.764	17.3562
130.198	132.841	115.932	71.3482
278.922	61.0283	386.793	53.0614
190.783	23.2397	292.81	17.6483
76.1225	49.3357	54.0239	43.3847
64.2641	104.454	173.171	99.8291
138.198	25.6594	118.855	16.6883
72.2458	161.638	185.095	155.522
238.845	82.8003	240.163	72.8423
13.254	215.232	13.0869	214.894
184.126	106.787	52.114	100.525
229.799	83.0513	230.068	73.4975
326.693	150.535	443.14	140.197
176.943	160.087	234.566	127.158
229.116	150.893	343.943	142.624
182.736	126.775	294.633	119.75
552.464	162.932	517.16	122.279
177.199	107.306	288.904	100.017
283.252	173.716	399.079	164.881
177.389	126.344	289.144	119.236
274.7	157.941	391.242	148.327
131.788	79.2721	238.602	22.1536
122.348	98.0091	172.853	120.961
502.273	32.89	435.453	76.4933
130.824	187.838	246.216	179.985
67.0188	68.7363	172.089	64.9842
559.142	109.832	664.233	96.8847
277.95	79.138	387.939	71.2443
341.433	170.882	458.568	161.974
493.549	204.057	607.761	192.398
73.8524	70.4155	179.554	65.9117
277.021	108.709	390.212	99.7205
727.549	222.235	718.484	200.09
320.441	177.181	436.355	167.359
500.105	135.141	609.679	123.484
62.192	126.332	49.875	183.017
320.867	132.556	454.31	123.211
613.039	49.1161	710.977	34.5879
505.096	134.89	614.719	122.369
454.819	159.488	567.528	148.464
451.741	59.8257	556.735	48.867
120.46	154.469	233.414	147.028
282.833	109.396	396.104	100.163
322.711	192.044	440.751	182.599
339.412	149.073	455.375	139.609
610.736	26.6655	602.466	20.7154
405.262	195.178	521.657	184.875
411.269	39.9868	517.113	28.8096
240.966	34.1913	394.037	53.079
129.824	98.4925	180.332	120.435
121.764	188.543	116.028	186.364
70.6138	125.708	116.805	92.8375
611.388	136.879	661.959	150.937
457.413	59.3618	563.628	48.4681
451.708	109.868	562.28	98.1966
739.092	81.1565	716.713	124.229
603.928	211.724	713.895	199.361
229.424	101.397	230.819	93.3676
618.64	25.5203	712.457	11.7192
328.342	103.175	346.285	44.8521
131.11	152.443	122.075	148.675
457.703	78.1542	564.302	67.0746
364.665	82.8182	474.081	72.4868
341.03	191.277	460.173	180.786
238.488	99.5531	240.19	91.5308
341.876	85.0405	452.885	76.293
178.133	181.136	292.916	173.064
502.048	187.904	613.696	175.996
555.556	76.2417	658.845	63.5746
235.112	182.639	351.968	173.526
322.282	103.154	339.061	44.1
342.724	127.671	457.256	118.48
607.924	201.259	717.608	187.544
411.77	85.5401	521.111	74.5899
609.623	160.857	715.818	147.032
340.741	16.0945	431.808	49.0427
365.633	128.857	479.676	118.868
366.707	110.616	479.437	100.181
408.289	102.447	520.062	140.12
407.487	182.281	523.448	171.084
131.643	204.104	126.743	205.344
