37.1694	69.7033	68.0506	72.7857
47.3185	72.6808	81.57	80.536
55.5745	76.3329	88.0386	84.7481
250.993	100.749	245.757	95.4324
238.372	106.851	234.218	99.8705
271.354	107.304	266.251	101.639
207.908	107.886	205.22	100.067
179.201	109.389	176.476	101.519
214.912	108.628	211.197	101.377
225.923	108.983	221.675	102.41
195.292	110.568	192.031	102.837
166.722	112.802	164.82	103.869
137.177	119.723	136.118	109.583
122.868	120.516	122.276	110.124
128.316	123.977	126.681	114.035
309.047	138.639	293.023	134.289
279.294	152.823	270.285	146.865
268.15	157.037	261.572	150.965
140.013	163.742	143.151	153.32
259.955	165.998	253.66	157.767
212.445	167.874	208.966	158.809
243.906	172.519	237.898	164.204
157.257	175.604	158.374	164.922
136.654	181.743	143.107	169.207
191.908	186.619	189.984	174.3
