494.807000 12.834300 520.156000 15.306500
562.038000 96.179100 583.353000 104.505000
259.278000 133.476000 260.120000 136.730000
256.114000 138.823000 254.991000 142.970000
224.854000 92.390300 238.628000 92.983300
220.013000 157.940000 216.370000 161.085000
239.747000 149.105000 237.612000 151.903000
331.289000 115.165000 344.123000 119.472000
266.249000 151.467000 268.386000 154.922000
283.758000 218.054000 281.054000 224.032000
498.611000 24.880800 523.400000 27.216700
207.216000 117.164000 206.204000 118.808000
198.775000 135.362000 197.123000 137.257000
247.419000 97.747700 257.091000 100.465000
270.037000 131.070000 275.082000 134.900000
124.247000 134.717000 135.407000 133.894000
443.339000 296.982000 434.045000 312.966000
219.174000 68.779500 232.578000 69.571700
438.437000 313.496000 431.459000 330.661000
139.926000 133.297000 151.234000 132.513000
356.863000 323.970000 336.968000 338.744000
533.529000 153.507000 549.826000 164.235000
284.220000 420.082000 260.427000 434.195000
236.520000 208.807000 236.240000 212.769000
285.456000 144.461000 287.070000 147.991000
437.423000 88.845500 459.192000 90.631600
517.994000 106.927000 533.699000 114.407000
208.625000 136.386000 207.101000 138.468000
530.162000 117.988000 547.894000 126.980000
377.873000 303.775000 363.274000 318.062000
387.218000 267.751000 378.693000 280.687000
256.169000 244.387000 250.479000 250.309000
331.443000 124.048000 345.015000 127.834000
314.533000 268.812000 308.257000 278.193000
257.029000 302.860000 239.947000 311.533000
193.087000 164.223000 188.364000 166.321000
396.843000 294.058000 382.193000 308.461000
259.483000 61.778700 274.114000 62.722400
535.128000 109.659000 551.885000 119.281000
86.960500 134.793000 96.441700 132.056000
225.025000 239.692000 216.965000 244.865000
552.534000 107.688000 573.255000 115.891000
367.096000 199.494000 361.518000 209.073000
288.253000 231.003000 284.913000 238.472000
95.448300 139.186000 105.328000 138.199000
357.420000 109.000000 375.400000 112.235000
361.693000 284.208000 349.927000 296.604000
331.409000 160.935000 323.458000 168.456000
390.763000 293.409000 376.322000 308.423000
135.068000 319.198000 119.614000 323.415000
357.082000 333.410000 339.186000 348.733000
294.178000 159.833000 306.694000 163.235000
250.000000 187.000000 249.503000 192.845000
283.271000 32.384500 296.304000 33.158300
442.782000 58.660000 466.395000 57.359300
181.233000 393.764000 158.352000 401.266000
380.311000 311.915000 364.785000 326.988000
332.876000 330.758000 312.165000 345.577000
584.648000 84.016000 616.517000 90.745400
274.774000 222.584000 272.744000 228.595000
343.200000 282.101000 332.505000 294.058000
52.817900 164.173000 61.823300 161.900000
239.418000 385.473000 212.051000 397.737000
21.980300 93.603700 32.000000 92.574900
341.335000 203.847000 333.818000 213.397000
257.059000 177.030000 257.794000 181.655000
549.207000 95.110000 569.418000 102.173000
